cell_0_0,cell_0_1,cell_0_2,cell_0_3,cell_0_4,cell_0_5,cell_0_6,cell_1_0,cell_1_1,cell_1_2,cell_1_3,cell_1_4,cell_1_5,cell_1_6,cell_2_0,cell_2_1,cell_2_2,cell_2_3,cell_2_4,cell_2_5,cell_2_6,cell_3_0,cell_3_1,cell_3_2,cell_3_3,cell_3_4,cell_3_5,cell_3_6,cell_4_0,cell_4_1,cell_4_2,cell_4_3,cell_4_4,cell_4_5,cell_4_6,cell_5_0,cell_5_1,cell_5_2,cell_5_3,cell_5_4,cell_5_5,cell_5_6,best_move_col
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,1,2,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,0,0,0,0,2,1,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,1,0,0,0,0,1,1,2,0,0,0,0,2,1,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,1,0,0,0,1,1,1,2,0,0,0,2,2,1,2,0,0,2
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,2,1,1,0,0,0,1,1,1,2,0,0,0,2,2,1,2,0,0,2
0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,1,0,0,0,0,2,1,1,0,0,0,1,1,1,2,0,0,0,2,2,1,2,0,0,4
0,0,1,1,0,0,0,0,0,2,1,2,0,0,0,0,2,2,1,0,0,0,0,2,1,1,0,0,0,1,1,1,2,0,0,0,2,2,1,2,0,0,1
0,0,1,1,0,0,0,0,0,2,1,2,0,0,0,1,2,2,1,0,0,0,2,2,1,1,0,0,0,1,1,1,2,0,0,0,2,2,1,2,0,0,5
0,0,1,1,1,0,0,0,0,2,1,2,0,0,0,1,2,2,1,0,0,0,2,2,1,1,0,0,0,1,1,1,2,0,0,0,2,2,1,2,2,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,2,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,2,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,2,1,0,2,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,2,0,0,0,2,1,0,1,0,0,0,2,1,0,2,0,5
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,0,0,0,1,1,0,2,0,0,0,2,1,0,1,0,0,0,2,1,0,2,0,4
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,2,0,0,0,1,1,0,2,0,0,0,2,1,0,1,0,0,0,2,1,2,2,0,2
0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,0,2,0,0,0,1,1,0,2,0,0,0,2,1,0,1,0,0,0,2,1,2,2,0,4
0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,0,2,0,0,0,1,1,1,2,0,0,0,2,1,2,1,0,0,0,2,1,2,2,0,3
0,0,2,2,0,1,0,0,0,1,1,0,1,0,0,0,1,2,0,2,0,0,0,1,1,1,2,0,0,0,2,1,2,1,0,0,0,2,1,2,2,0,0
0,0,2,2,0,1,0,0,0,1,1,0,1,0,0,0,1,2,0,2,0,0,0,1,1,1,2,0,0,0,2,1,2,1,0,2,1,2,1,2,2,0,6
0,0,2,2,0,1,0,0,0,1,1,0,1,0,0,0,1,2,0,2,0,0,0,1,1,1,2,0,1,0,2,1,2,1,0,2,1,2,1,2,2,2,6
0,0,2,2,0,1,0,0,0,1,1,0,1,0,0,0,1,2,0,2,0,0,0,1,1,1,2,1,1,0,2,1,2,1,2,2,1,2,1,2,2,2,6
0,0,2,2,0,1,0,0,0,1,1,0,1,0,0,0,1,2,1,2,2,0,0,1,1,1,2,1,1,0,2,1,2,1,2,2,1,2,1,2,2,2,4
0,0,2,2,1,1,0,0,0,1,1,2,1,0,0,0,1,2,1,2,2,0,0,1,1,1,2,1,1,0,2,1,2,1,2,2,1,2,1,2,2,2,0
0,0,2,2,1,1,0,0,0,1,1,2,1,0,1,0,1,2,1,2,2,2,0,1,1,1,2,1,1,0,2,1,2,1,2,2,1,2,1,2,2,2,0
1,0,2,2,1,1,0,2,0,1,1,2,1,0,1,0,1,2,1,2,2,2,0,1,1,1,2,1,1,0,2,1,2,1,2,2,1,2,1,2,2,2,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,2,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,2,1,2,0,0,4
